City,SubLocation,Name,Price,Rate_per_sqft,Bedroom,Status,Transaction,Carpet_area_sqft,Total_area
Delhi,Adarsh Apartment,"2 BHK Flat for Sale in Adarsh Apartment, Rohini Sector 9, New Delhi",17000000,6222.0,2,Ready to Move,Resale,2620.0,2733.0
Delhi,Adarsh Nagar Extension,"2 BHK Flat for Sale in Adarsh Nagar Extension, New Delhi",10500000,11667.0,2,Ready to Move,Resale,525.0,900.0
Delhi,Aditi Apartment,"3 BHK Flat for Sale in Aditi Apartment, Indraprastha Extension, Patparganj, New Delhi",17500000,10606.0,3,Ready to Move,Resale,,1651.0
Delhi,Aggarwal Builder Floors,"2 BHK Flat for Sale in Aggarwal Builder Floors, Uttam Nagar, New Delhi",2250000,4091.0,2,Ready to Move,Resale,521.0,550.0
Delhi,Air India Employees Apartment,"3 BHK Flat for Sale in Air India Employees Apartment, Dwarka Sector 3, New Delhi",14000000,7833.0,3,Ready to Move,Resale,,1788.0
Delhi,Alaknanda,"3 BHK Flat for Sale in Alaknanda, New Delhi",27000000,15000.0,3,Ready to Move,Resale,200.0,1800.0
Delhi,Ambedkar Nagar New Delhi,10 BHK House for Sale in Ambedkar Nagar New Delhi,8000000,3556.0,10,Ready to Move,Resale,,2250.0
Delhi,Amritpuri,"2 BHK Flat for Sale in Amritpuri, New Delhi",7800000,7959.0,2,Ready to Move,Resale,1590.0,981.0
Delhi,Anand Niketan,"3 BHK Flat for Sale in Anand Niketan, New Delhi",65000000,34211.0,3,Ready to Move,Resale,3200.0,1900.0
Delhi,Anand Vihar New Delhi,3 BHK House for Sale in Anand Vihar New Delhi,52000000,45217.0,3,Ready to Move,Resale,700.0,1151.0
Delhi,Anarkali Colony,"2 BHK Flat for Sale in Anarkali Colony, Krishna Nagar, New Delhi",4500000,6923.0,2,Ready to Move,Resale,1800.0,651.0
Delhi,Anarkali Colony,"3 BHK Flat for Sale in Anarkali Colony, Krishna Nagar, New Delhi",10000000,7407.0,3,Ready to Move,Resale,2800.0,1351.0
Delhi,Antariksha Apartments,"3 BHK House for Sale in Antariksha Apartments, Vikaspuri Block H New Delhi",9950000,8292.0,3,Ready to Move,Resale,,1200.0
Delhi,Anusandhan Apartment,"3 BHK Flat for Sale in Anusandhan Apartment, Dwarka Sector 6, New Delhi",16200000,4699.0,3,Ready to Move,Resale,1292.0,3448.0
Delhi,Apna Ghar,"2 BHK Flat for Sale in Apna Ghar, Pitampura, New Delhi",14500000,17901.0,2,Ready to Move,Resale,200.0,811.0
Delhi,Apna Villa Apartment,"4 BHK Flat for Sale in Apna Villa Apartment, Dwarka Sector 10, New Delhi",24500000,11136.0,4,Ready to Move,Resale,1700.0,2201.0
Delhi,Appu Enclave Apartment,"2 BHK Flat for Sale in Appu Enclave Apartment, Dwarka Sector 11, New Delhi",14800000,8222.0,2,Ready to Move,Resale,1200.0,1801.0
Delhi,Appu Enclave Apartment,"3 BHK Flat for Sale in Appu Enclave Apartment, Dwarka Sector 11, New Delhi",5000000,4831.0,3,Ready to Move,Resale,810.0,1035.0
Delhi,Arya Chittaranjan Park,"2 BHK Flat for Sale in Arya Chittaranjan Park, Chittaranjan Park, New Delhi",13000000,,2,,Resale,,
Delhi,Ashiana Apartment,"3 BHK Flat for Sale in Ashiana Apartment, Dwarka Sector 6, New Delhi",17300000,9886.0,3,Ready to Move,Resale,,1750.0
Delhi,Ashok Nagar,"3 BHK Flat for Sale in Ashok Nagar, New Delhi",9500000,14706.0,3,Poss. by Sep '23,Resale,,646.0
Delhi,Ashok Vihar,"3 BHK Flat for Sale in Ashok Vihar, New Delhi",27500000,20370.0,3,Ready to Move,Resale,750.0,1351.0
Delhi,Ashok Vihar Phase 1,"3 BHK Flat for Sale in Ashok Vihar Phase 1, New Delhi",27500000,6402.0,3,Ready to Move,Resale,700.0,4296.0
Delhi,Ashram,"2 BHK Flat for Sale in Ashram, New Delhi",6500000,9630.0,2,Ready to Move,Resale,4000.0,675.0
Delhi,Ashram,"3 BHK Flat for Sale in Ashram, New Delhi",10000000,7143.0,3,Poss. by Aug '24,Resale,850.0,1400.0
Delhi,Asian Games Village Complex,"3 BHK Flat for Sale in Asian Games Village Complex, Siri Fort, New Delhi",55000000,27778.0,3,Ready to Move,Resale,6200.0,1980.0
Delhi,Aya Nagar Extension New Delhi,2 BHK House for Sale in Aya Nagar Extension New Delhi,7950000,,2,,Resale,,
Delhi,Ayodhya Enclave,"2 BHK Flat for Sale in Ayodhya Enclave, Rohini Sector 13, New Delhi",14000000,2723.0,2,Ready to Move,Resale,,5142.0
Delhi,Azadpur,"2 BHK House for Sale in Azadpur, Ring Road New Delhi",3800000,3800.0,2,Ready to Move,Resale,1450.0,1000.0
Delhi,Balbir Nagar,"3 BHK Flat for Sale in Balbir Nagar, New Delhi",3600000,3704.0,3,Ready to Move,Resale,975.0,972.0
Delhi,Bank Vihar Apartments,"4 BHK Flat for Sale in Bank Vihar Apartments, Pitampura, New Delhi",22500000,17308.0,4,Ready to Move,Resale,1500.0,1300.0
Delhi,Basai Darapur,"3 BHK Flat for Sale in Basai Darapur, Bali Nagar, New Delhi",12000000,24390.0,3,Ready to Move,Resale,,493.0
Delhi,Batukji Apartment,"3 BHK Flat for Sale in Batukji Apartment, Dwarka Sector 3, New Delhi",18000000,,3,,Resale,,
Delhi,Beri Wala Bagh-Hari Nagar,"1 BHK Flat for Sale in Beri Wala Bagh-Hari Nagar, New Delhi",4200000,4308.0,1,Ready to Move,Resale,920.0,975.0
Delhi,Best Residency,"4 BHK Flat for Sale in Best Residency, DS 19, New Delhi",28000000,12174.0,4,Ready to Move,Resale,,2300.0
Delhi,Bhagwati Garden Extension,"2 BHK Flat for Sale in Bhagwati Garden Extension, Nawada, New Delhi",3500000,4444.0,2,Ready to Move,Resale,300.0,788.0
Delhi,Bhagwati Garden Extension,"3 BHK Flat for Sale in Bhagwati Garden Extension, Nawada, New Delhi",3500000,3239.0,3,Ready to Move,Resale,,1081.0
Delhi,Bhai Parmanand Colony,"2 BHK Flat for Sale in Bhai Parmanand Colony, Mukherjee Nagar, New Delhi",10500000,14583.0,2,Ready to Move,Resale,,721.0
Delhi,Bhairav Bharti Apartment,"3 BHK Flat for Sale in Bhairav Bharti Apartment, Dwarka Sector 12, New Delhi",20700000,12847.0,3,Ready to Move,Resale,,1612.0
Delhi,Bhajanpura,"1 BHK Flat for Sale in Bhajanpura, New Delhi",1900000,5000.0,1,Ready to Move,Resale,,380.0
Delhi,Bhajanpura New Delhi,3 BHK House for Sale in Bhajanpura New Delhi,9000000,,3,Ready to Move,Resale,,
Delhi,Bharat Nagar,"2 BHK Flat for Sale in Bharat Nagar, New Delhi",5500000,10185.0,2,Ready to Move,Resale,,541.0
Delhi,Bharat Nagar New Delhi,2 BHK House for Sale in Bharat Nagar New Delhi,4950000,14545.0,2,Ready to Move,Resale,,341.0
Delhi,Bhogal,"7 BHK House for Sale in Bhogal, Jangpura New Delhi",60000000,7228.0,7,Ready to Move,Resale,,8302.0
Delhi,Bijwasan,"1 BHK Flat for Sale in Bijwasan, New Delhi",1500000,4167.0,1,Ready to Move,Resale,,360.0
Delhi,Bindapur,"1 BHK Flat for Sale in Bindapur, New Delhi",1400000,,1,,Resale,,
Delhi,Braham Puri,"4 BHK House for Sale in Braham Puri, Sagarpur New Delhi",9500000,,4,Ready to Move,Resale,,
Delhi,Brahma Apartments,"3 BHK Flat for Sale in Brahma Apartments, Dwarka Sector 7, New Delhi",22500000,11250.0,3,Ready to Move,Resale,1800.0,2000.0
Delhi,Brahmpuri New Delhi,2 BHK House for Sale in Brahmpuri New Delhi,6000000,8750.0,2,Ready to Move,Resale,,686.0
Delhi,Budh Vihar Phase 1,"3 BHK Flat for Sale in Budh Vihar Phase 1, New Delhi",3500000,3158.0,3,Ready to Move,Resale,900.0,1109.0
Delhi,Burari,"3 BHK Flat for Sale in Burari, New Delhi",3700000,3737.0,3,Ready to Move,Resale,890.0,991.0
Delhi,Burari New Delhi,2 BHK House for Sale in Burari New Delhi,1600000,,2,,Resale,,
Delhi,CA Block Shalimar Bagh,"2 BHK Flat for Sale in CA Block Shalimar Bagh, New Delhi",12000000,9909.0,2,Ready to Move,Resale,,1212.0
Delhi,CGHS Kirti Apartments,"3 BHK Flat for Sale in CGHS Kirti Apartments, Mayur Vihar 1, New Delhi",17800000,4883.0,3,Ready to Move,Resale,,3646.0
Delhi,Chander Vihar,"3 BHK House for Sale in Chander Vihar, Nilothi New Delhi",3300000,26400.0,3,,Resale,,125.0
Delhi,Chander Vihar - Mandawali,"3 BHK Flat for Sale in Chander Vihar - Mandawali, New Delhi",3300000,3667.0,3,Ready to Move,Resale,717.0,900.0
Delhi,Chandni Chowk,"2 BHK Flat for Sale in Chandni Chowk, New Delhi",10000000,10000.0,2,Ready to Move,Resale,1500.0,1000.0
Delhi,Chhattarpur,"1 BHK Flat for Sale in Chhattarpur, New Delhi",2100000,4667.0,1,Ready to Move,Resale,,450.0
Delhi,Chhattarpur,"2 BHK Flat for Sale in Chhattarpur, New Delhi",4000000,6036.0,2,Ready to Move,Resale,,663.0
Delhi,Chhattarpur,"4 BHK Flat for Sale in Chhattarpur, New Delhi",5500000,2500.0,4,Ready to Move,Resale,,2200.0
Delhi,Chhattarpur Enclave,"3 BHK Flat for Sale in Chhattarpur Enclave, New Delhi",6500000,2889.0,3,Ready to Move,Resale,1500.0,2250.0
Delhi,Chhattarpur Enclave Phase2,"1 BHK Flat for Sale in Chhattarpur Enclave Phase2, New Delhi",1300000,3333.0,1,Ready to Move,Resale,,391.0
Delhi,Chhattarpur Enclave Phase2,"3 BHK Flat for Sale in Chhattarpur Enclave Phase2, New Delhi",7500000,6667.0,3,Ready to Move,Resale,700.0,1125.0
Delhi,Chhattarpur New Delhi,1 BHK House for Sale in Chhattarpur New Delhi,4500000,10000.0,1,Ready to Move,Resale,,450.0
Delhi,Chitra Vihar,"3 BHK Flat for Sale in Chitra Vihar, Swasthya Vihar, New Delhi",30000000,12444.0,3,Ready to Move,Resale,650.0,2411.0
Delhi,Chitrakut Apartment,"3 BHK Flat for Sale in Chitrakut Apartment, Vishwas Nagar, New Delhi",12500000,,3,Ready to Move,Resale,,
Delhi,Chittaranjan Park,"2 BHK Flat for Sale in Chittaranjan Park, New Delhi",14500000,13182.0,2,Ready to Move,Resale,1150.0,1100.0
Delhi,Chittaranjan Park Block D,"3 BHK Flat for Sale in Chittaranjan Park Block D, New Delhi",21500000,6053.0,3,Ready to Move,Resale,1150.0,3552.0
Delhi,City Apartment,"4 BHK Flat for Sale in City Apartment, Vasundhara Enclave, New Delhi",16500000,9195.0,4,Ready to Move,Resale,,1795.0
Delhi,DDA Atulya Apartment,"3 BHK Flat for Sale in DDA Atulya Apartment, Dwarka Sector 18, New Delhi",16500000,8919.0,3,Ready to Move,Resale,,1850.0
Delhi,DDA Azad Apartment,"2 BHK Flat for Sale in DDA Azad Apartment, Sri Aurobindo Marg, New Delhi",22500000,18750.0,2,Ready to Move,Resale,1100.0,1200.0
Delhi,DDA Azad Apartment,"3 BHK Flat for Sale in DDA Azad Apartment, Sri Aurobindo Marg, New Delhi",19900000,15920.0,3,Ready to Move,Resale,940.0,1250.0
Delhi,DDA Azad Apartment,"4 BHK Flat for Sale in DDA Azad Apartment, Sri Aurobindo Marg, New Delhi",38000000,4974.0,4,Ready to Move,Resale,1165.0,7640.0
Delhi,DDA Central Government Housing Complex,"6 BHK Villa for Sale in DDA Central Government Housing Complex, Vasant Vihar New Delhi",900000000,90000.0,6,Ready to Move,Resale,,10000.0
Delhi,DDA DTC Colony,"3 BHK Flat for Sale in DDA DTC Colony, Rana Pratap Bagh, Ashok Vihar North, New Delhi",10000000,8969.0,3,Ready to Move,Resale,,1115.0
Delhi,DDA Devdoot Apartment,"2 BHK Flat for Sale in DDA Devdoot Apartment, Vikaspuri, New Delhi",14000000,14000.0,2,Ready to Move,Resale,1200.0,1000.0
Delhi,DDA Dhruva Apartments,"2 BHK Flat for Sale in DDA Dhruva Apartments, Indraprastha Extension, Patparganj, New Delhi",14500000,6403.0,2,Ready to Move,Resale,,2265.0
Delhi,DDA Ekta Apartment,"3 BHK Flat for Sale in DDA Ekta Apartment, Dwarka Sector 3, New Delhi",13000000,8966.0,3,Ready to Move,Resale,715.0,1450.0
Delhi,DDA Ekta Apartments,"2 BHK Flat for Sale in DDA Ekta Apartments, Paschim Vihar, New Delhi",14500000,13182.0,2,Ready to Move,Resale,,1100.0
Delhi,DDA Flat AC Block,"3 BHK Flat for Sale in DDA Flat AC Block, Shalimar bagh, New Delhi",15000000,11148.0,3,Ready to Move,Resale,1250.0,1346.0
Delhi,DDA Flats,"2 BHK Flat for Sale in DDA Flats, Sarita Vihar, Mathura Road, New Delhi",12000000,11429.0,2,Ready to Move,Resale,750.0,1050.0
Delhi,DDA Flats,"3 BHK Flat for Sale in DDA Flats, Sarita Vihar Pocket J, New Delhi",12500000,8621.0,3,,Resale,,1450.0
Delhi,DDA Flats Munirka,"2 BHK Flat for Sale in DDA Flats Munirka, Munirka, New Delhi",16600000,12769.0,2,Ready to Move,Resale,1650.0,1301.0
Delhi,DDA Flats Munirka,"3 BHK Flat for Sale in DDA Flats Munirka, Munirka, New Delhi",20000000,4867.0,3,,Resale,,4110.0
Delhi,DDA Flats Pocket 4,"3 BHK Flat for Sale in DDA Flats Pocket 4, Mayur Vihar 1, New Delhi",14500000,11600.0,3,,Resale,,1250.0
Delhi,DDA Flats Pocket E,"4 BHK Flat for Sale in DDA Flats Pocket E, Mayur Vihar 2, New Delhi",35000000,15909.0,4,Ready to Move,Resale,3600.0,2201.0
Delhi,DDA Flats Pocket F,"3 BHK Flat for Sale in DDA Flats Pocket F, Sarita Vihar, Mathura Road, New Delhi",13000000,6024.0,3,Ready to Move,Resale,102.0,2159.0
Delhi,DDA Flats Sarita Vihar,"2 BHK Flat for Sale in DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road, New Delhi",13000000,11304.0,2,Ready to Move,Resale,1100.0,1151.0
Delhi,DDA Flats Sarita Vihar,"3 BHK Flat for Sale in DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road, New Delhi",14500000,8529.0,3,Ready to Move,Resale,520.0,1701.0
Delhi,DDA Flats Sarita Vihar,"4 BHK Flat for Sale in DDA Flats Sarita Vihar, Sarita Vihar Pocket C, New Delhi",23500000,2667.0,4,Ready to Move,Resale,,8812.0
Delhi,DDA Flats Sector 23,"1 BHK Flat for Sale in DDA Flats Sector 23, Dwarka Sector 23, New Delhi",7500000,18750.0,1,Ready to Move,Resale,2167.0,400.0
Delhi,DDA Flats Sector B Pocket 5 & 6,"3 BHK Flat for Sale in DDA Flats Sector B Pocket 5 & 6, Vasant Kunj, New Delhi",26000000,8065.0,3,Ready to Move,Resale,,3224.0
Delhi,DDA Flats Sector E Pocket 2,"2 BHK Flat for Sale in DDA Flats Sector E Pocket 2, Vasant Kunj, New Delhi",14000000,14737.0,2,Ready to Move,Resale,720.0,950.0
Delhi,DDA Flats Sector E Pocket 2,"3 BHK Flat for Sale in DDA Flats Sector E Pocket 2, Vasant Kunj, New Delhi",29500000,5833.0,3,Ready to Move,Resale,,5058.0
Delhi,DDA Flats Vasant Kunj,"2 BHK Flat for Sale in DDA Flats Vasant Kunj, Vasant Kunj Sector A, New Delhi",14600000,17176.0,2,Ready to Move,Resale,,851.0
Delhi,DDA Flats Vasant Kunj,"3 BHK Flat for Sale in DDA Flats Vasant Kunj, Vasant Kunj Sector D, New Delhi",33000000,15000.0,3,Ready to Move,Resale,1400.0,2200.0
Delhi,DDA Flats Vasant Kunj,"4 BHK Flat for Sale in DDA Flats Vasant Kunj, Vasant Kunj Sector B, New Delhi",55000000,,4,Ready to Move,Resale,,
Delhi,DDA Flats Vasant Kunj,"4 BHK Flat for Sale in DDA Flats Vasant Kunj, Vasant Kunj, New Delhi",45000000,20455.0,4,Ready to Move,Resale,,2200.0
Delhi,DDA Golf Link Residency,"3 BHK Flat for Sale in DDA Golf Link Residency, Dwarka Sector 23, New Delhi",15000000,6000.0,3,Ready to Move,Resale,,2500.0
Delhi,DDA Indraprastha Apartment,"3 BHK Flat for Sale in DDA Indraprastha Apartment, Dwarka Sector 12, New Delhi",15000000,9375.0,3,Ready to Move,Resale,1600.0,1600.0
Delhi,DDA LIG Apartment Dilshad Garden,"3 BHK Flat for Sale in DDA LIG Apartment Dilshad Garden, Dilshad Garden, New Delhi",12200000,10535.0,3,Ready to Move,Resale,891.0,1159.0
Delhi,DDA LIG Flat,"3 BHK House for Sale in DDA LIG Flat, Kalkaji New Delhi",5000000,4167.0,3,Ready to Move,Resale,,1200.0
Delhi,DDA LIG Flats,"1 BHK Flat for Sale in DDA LIG Flats, Mayur Vihar 3, New Delhi",4500000,7593.0,1,Ready to Move,Resale,,593.0
Delhi,DDA LIG Flats,"2 BHK Flat for Sale in DDA LIG Flats, Hari Nagar, New Delhi",8500000,7083.0,2,Ready to Move,Resale,,1201.0
Delhi,DDA Lig Flats,"1 BHK Flat for Sale in DDA Lig Flats, Paschim Vihar, New Delhi",8700000,20333.0,1,Ready to Move,Resale,,428.0
Delhi,DDA Metro View Apartments,"2 BHK Flat for Sale in DDA Metro View Apartments, Dwarka Sector 13, New Delhi",10700000,4861.0,2,Ready to Move,Resale,1100.0,2202.0
Delhi,DDA Nilgiri Apartment,"3 BHK Flat for Sale in DDA Nilgiri Apartment, Alaknanda, New Delhi",19000000,2639.0,3,Ready to Move,Resale,,7200.0
Delhi,DDA Pink Apartments,"2 BHK Flat for Sale in DDA Pink Apartments, Dwarka, New Delhi",11500000,10455.0,2,Ready to Move,Resale,,1100.0
Delhi,DDA Platinum Heights,"3 BHK Flat for Sale in DDA Platinum Heights, Dwarka Sector 18, New Delhi",17300000,9611.0,3,Ready to Move,Resale,1600.0,1801.0
Delhi,DDA Pocket D,"1 BHK Flat for Sale in DDA Pocket D, GTB Enclave, New Delhi",4200000,7619.0,1,Ready to Move,Resale,,552.0
Delhi,DDA Pocket F,"2 BHK Flat for Sale in DDA Pocket F, Mayur Vihar 2, New Delhi",8700000,8700.0,2,Ready to Move,Resale,1700.0,1000.0
Delhi,DDA Pocket JK,"2 BHK Flat for Sale in DDA Pocket JK, Dilshad Garden, New Delhi",8500000,6296.0,2,Ready to Move,Resale,950.0,1351.0
Delhi,DDA Sanskriti Apartments Dwarka,"3 BHK Flat for Sale in DDA Sanskriti Apartments Dwarka, Dwarka Sector 12, New Delhi",17500000,14433.0,3,Ready to Move,Resale,,1213.0
Delhi,DDA Shanti Kunj Apartment,"3 BHK Flat for Sale in DDA Shanti Kunj Apartment, Dwarka Sector 9, New Delhi",13500000,8710.0,3,Ready to Move,Resale,,1550.0
Delhi,DDA Shikha Apartment,"3 BHK House for Sale in DDA Shikha Apartment, Patparganj New Delhi",15000000,,3,,Resale,,
Delhi,DDA Sunveiw Apartments,"1 BHK Flat for Sale in DDA Sunveiw Apartments, Dwarka Sector 11, New Delhi",6000000,12000.0,1,Ready to Move,Resale,480.0,500.0
Delhi,DDA Vivekananda Apartment,"3 BHK Flat for Sale in DDA Vivekananda Apartment, Rohini Sector 8, New Delhi",9700000,8058.0,3,Ready to Move,Resale,,1204.0
Delhi,DGS Apartment,"3 BHK Flat for Sale in DGS Apartment, Dwarka Sector 22, New Delhi",15000000,9677.0,3,Ready to Move,Resale,1100.0,1551.0
Delhi,DLF Capital Greens 1 and 2,"3 BHK Flat for Sale in DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar, New Delhi",24500000,5000.0,3,Ready to Move,Resale,360.0,4900.0
Delhi,DLF Capital Greens 1 and 2,"3 BHK Flat for Sale in DLF Capital Greens 1 and 2, New Moti Nagar, Kirti Nagar, New Delhi",29000000,17313.0,3,Ready to Move,Resale,1389.0,1676.0
Delhi,DLF Capital Greens 1 and 2,"4 BHK Flat for Sale in DLF Capital Greens 1 and 2, Moti Nagar, Kirti Nagar, New Delhi",102500000,2900.0,4,Ready to Move,Resale,,35345.0
Delhi,DLF Centre,"2 BHK Flat for Sale in DLF Centre , Connaught Place, New Delhi",10000000,7596.0,2,Poss. by Aug '26,Resale,,1317.0
Delhi,DS 19,"2 BHK Flat for Sale in DS 19, New Delhi",9000000,11111.0,2,Ready to Move,Resale,1250.0,811.0
Delhi,Dakshini Pitampura,"2 BHK Flat for Sale in Dakshini Pitampura, New Delhi",7500000,9375.0,2,Ready to Move,Resale,1251.0,800.0
Delhi,Dakshinpuri New Delhi,2 BHK House for Sale in Dakshinpuri New Delhi,5200000,21399.0,2,Ready to Move,Resale,,244.0
Delhi,Daryaganj,"3 BHK Flat for Sale in Daryaganj, New Delhi",17000000,18148.0,3,Ready to Move,Resale,,937.0
Delhi,Data ram park Najafgarh New Delhi,2 BHK House for Sale in Data ram park Najafgarh New Delhi,7500000,10345.0,2,Ready to Move,Resale,,725.0
Delhi,Defence Colony,"3 BHK Flat for Sale in Defence Colony, New Delhi",57500000,30263.0,3,Ready to Move,Resale,,1901.0
Delhi,Defence colony Villas,"3 BHK Flat for Sale in Defence colony Villas, Defence Colony, New Delhi",74000000,6250.0,3,Ready to Move,Resale,,11840.0
Delhi,Delhi Rajdhani Apartments,"2 BHK Flat for Sale in Delhi Rajdhani Apartments, Patparganj, New Delhi",11500000,10952.0,2,Ready to Move,Resale,1500.0,1051.0
Delhi,Delhi State NEF CGHS Limited,"3 BHK Flat for Sale in Delhi State NEF CGHS Limited, DS 19, New Delhi",23500000,6481.0,3,Ready to Move,Resale,,3626.0
Delhi,Deshbandhu Apartments,"2 BHK Flat for Sale in Deshbandhu Apartments, Kalkaji, New Delhi",13000000,11200.0,2,Ready to Move,Resale,,1161.0
Delhi,Dilshad Colony,"1 BHK Flat for Sale in Dilshad Colony, New Delhi",2650000,7361.0,1,Ready to Move,Resale,1850.0,361.0
Delhi,Dilshad Garden,"3 BHK Flat for Sale in Dilshad Garden, New Delhi",11000000,9167.0,3,Ready to Move,Resale,,1200.0
Delhi,Doctors Apartment,"2 BHK Flat for Sale in Doctors Apartment, Vasundhara Enclave, New Delhi",8500000,7778.0,2,Ready to Move,Resale,,1093.0
Delhi,Doctors Apartment,"3 BHK Flat for Sale in Doctors Apartment, Vasundhara Enclave, New Delhi",13500000,9643.0,3,Ready to Move,Resale,250.0,1400.0
Delhi,Dwarka," Studio Apartment for Sale in Dwarka, New Delhi",2600000,10000.0,1,Ready to Move,Resale,1400.0,260.0
Delhi,Dwarka,"3 BHK Flat for Sale in Dwarka, New Delhi",6500000,13500.0,3,Ready to Move,Resale,,482.0
Delhi,Dwarka Mor,"6 BHK Flat for Sale in Dwarka Mor, New Delhi",6000000,3623.0,6,,Resale,,1657.0
Delhi,Dwarka Sector 14,"2 BHK Flat for Sale in Dwarka Sector 14, New Delhi",14000000,10370.0,2,Ready to Move,Resale,,1351.0
Delhi,Dwarka Sector 14,"3 BHK Flat for Sale in Dwarka Sector 14, New Delhi",14100000,15594.0,3,Ready to Move,Resale,,905.0
Delhi,Dwarka Sector 16,"2 BHK Flat for Sale in Dwarka Sector 16, Dwarka, New Delhi",8000000,,2,Ready to Move,Resale,,
Delhi,Dwarka Sector 19B,"4 BHK Flat for Sale in Dwarka Sector 19B, New Delhi",50000000,13333.0,4,Ready to Move,Resale,,3751.0
Delhi,Dwarka Sector 23,"3 BHK Flat for Sale in Dwarka Sector 23, New Delhi",8900000,7542.0,3,Ready to Move,Resale,,1181.0
Delhi,Dwarka Sector 23B,"1 BHK Flat for Sale in Dwarka Sector 23B, New Delhi",2790000,7342.0,1,Ready to Move,Resale,1200.0,381.0
Delhi,Dwarka Sector 26,"1 BHK Flat for Sale in Dwarka Sector 26, Dwarka, New Delhi",3000000,8571.0,1,Ready to Move,Resale,,351.0
Delhi,Dwarka Sector 3,"2 BHK Flat for Sale in Dwarka Sector 3, New Delhi",7200000,6667.0,2,Ready to Move,Resale,,1080.0
Delhi,East Of Kailash,"2 BHK Flat for Sale in East Of Kailash, New Delhi",11000000,13000.0,2,Ready to Move,Resale,,847.0
Delhi,Empire Apartment,"1 BHK Flat for Sale in Empire Apartment, Sultanpur, New Delhi",3000000,8696.0,1,Ready to Move,Resale,2000.0,345.0
Delhi,Fakhrudd Apartments,"3 BHK Flat for Sale in Fakhruddin Apartments, Dwarka Sector 10, New Delhi",19500000,9286.0,3,Ready to Move,Resale,1750.0,2100.0
Delhi,Fancy Apartments,"3 BHK Flat for Sale in Fancy Apartments, Vasundhara Enclave, New Delhi",12000000,7273.0,3,Ready to Move,Resale,2600.0,1650.0
Delhi,Fatehpur Beri New Delhi,3 BHK House for Sale in Fatehpur Beri New Delhi,10000000,11111.0,3,Ready to Move,Resale,725.0,901.0
Delhi,Firozeshah Road,"4 BHK Flat for Sale in Firozeshah Road, New Delhi",75000000,,4,,Resale,,
Delhi,Friends Colony New Delhi,8 BHK Villa for Sale in Friends Colony New Delhi,700000000,65728.0,8,Ready to Move,Resale,9000.0,10650.0
Delhi,Fyaz Ganj,"6 BHK House for Sale in Fyaz Ganj, Sadar Bazaar New Delhi",25000000,10643.0,6,Ready to Move,Resale,1200.0,2349.0
Delhi,Gamri Village,"3 BHK Flat for Sale in Gamri Village, New Delhi",4680000,5200.0,3,Ready to Move,Resale,1267.0,900.0
Delhi,Gandhi Vihar,"> 10 BHK House for Sale in Gandhi Vihar, Gopalpur Village New Delhi",70000000,3652.0,10,Ready to Move,Resale,,19168.0
Delhi,Ganesh Nagar,"2 BHK Flat for Sale in Ganesh Nagar, Tilak Nagar, New Delhi",3600000,8000.0,2,,Resale,,450.0
Delhi,Ganesh Nagar,"6 BHK House for Sale in Ganesh Nagar, Tilak Nagar New Delhi",8500000,6746.0,6,Ready to Move,Resale,1200.0,1261.0
Delhi,Garden Estate,"3 BHK Flat for Sale in Garden Estate, Dwarka Sector 22, New Delhi",23000000,11500.0,3,Ready to Move,Resale,160.0,2000.0
Delhi,Geeta Colony,"1 BHK Flat for Sale in Geeta Colony, New Delhi",1400000,2903.0,1,Ready to Move,Resale,300.0,483.0
Delhi,Geeta Colony,"2 BHK Flat for Sale in Geeta Colony, New Delhi",4500000,5078.0,2,,Resale,,887.0
Delhi,Ghonda Patti,"2 BHK Flat for Sale in Ghonda Patti, New Delhi",4500000,10000.0,2,Ready to Move,Resale,,450.0
Delhi,Gobind Apartment,"2 BHK Flat for Sale in Gobind Apartment, Vasundhara Enclave, New Delhi",11000000,9700.0,2,Ready to Move,Resale,700.0,1135.0
Delhi,Govindpuri Extension,"2 BHK Flat for Sale in Govindpuri Extension, Kalkaji, New Delhi",3300000,10000.0,2,Ready to Move,Resale,1600.0,330.0
Delhi,Govindpuri Main,"4 BHK Flat for Sale in Govindpuri Main, New Delhi",6500000,4583.0,4,Ready to Move,Resale,,1419.0
Delhi,Great India Apartment,"3 BHK Flat for Sale in Great India Apartment, Dwarka Sector 6, New Delhi",17500000,16096.0,3,Ready to Move,Resale,,1088.0
Delhi,Greater Kailash 1,"2 BHK Flat for Sale in Greater Kailash 1, New Delhi",25000000,25000.0,2,Ready to Move,Resale,1681.0,1000.0
Delhi,Greater Kailash 1,"3 BHK Flat for Sale in Greater Kailash 1, New Delhi",27000000,14423.0,3,Ready to Move,Resale,60.0,1873.0
Delhi,Greater Kailash 2,"4 BHK Flat for Sale in Greater Kailash 2, New Delhi",70000000,5000.0,4,Ready to Move,Resale,,14000.0
Delhi,Greater Kailash Builder Floors,"3 BHK Flat for Sale in Greater Kailash Builder Floors, Greater Kailash, New Delhi",45000000,5009.0,3,Ready to Move,Resale,,8984.0
Delhi,Green Park,"3 BHK Flat for Sale in Green Park, New Delhi",32500000,19118.0,3,Ready to Move,Resale,2200.0,1700.0
